Money Available,DOB,Password,ID,Username,First Name,Flights Purchased,Last Name,Role,MinerAirlines Membership
6154.41,8/31/1954,Fun!23,944,amberconley,Amber,0,Conley,Employee,false
16455.86,9/24/1968,Fun!23,907,anthonykramer,Anthony,0,Kramer,Employee,true
12777.22,4/2/1901,Fun!23,815,josesmith,Jose,0,Smith,Employee,false
3077.97,7/4/1902,Fun!23,581,cassandracook,Cassandra,0,Cook,Employee,false
7350.26,5/27/1957,Fun!23,497,gabrielhansen,Gabriel,0,Hansen,Employee,true
15520.16,7/16/1902,Fun!23,109,chelseagallagher,Chelsea,0,Gallagher,Employee,true
10572.34,7/10/1976,Fun!23,629,jacobcontreras,Jacob,0,Contreras,Employee,false
3229.98,8/9/1954,Fun!23,167,juliealexander,Julie,0,Alexander,Employee,false
17286.18,5/12/1978,Fun!23,511,stevenhernandez,Steven,0,Hernandez,Employee,true
5575.5,4/23/1958,Fun!23,1007,melissaholt,Melissa,0,Holt,Employee,false
6145.3,8/14/1991,Fun!23,355,heidibarker,Heidi,0,Barker,Employee,true
5286.77,8/24/1950,Fun!23,673,ashleywalker,Ashley,0,Walker,Employee,false
8886.82,12/2/1986,Fun!23,788,kathysmith,Kathy,0,Smith,Employee,false
15274.96,2/17/1918,Fun!23,566,coreywilson,Corey,0,Wilson,Employee,false
3964.93,4/15/1971,Fun!23,287,tammymartinez,Tammy,0,Martinez,Employee,false
5740,5/12/1966,Fun!23,600,jennifersmith,Jennifer,0,Smith,Employee,false
14864.63,1/31/1940,Fun!23,533,dennisreynolds,Dennis,0,Reynolds,Employee,false
9109.23,12/27/1973,Fun!23,189,markramos,Mark,0,Ramos,Employee,true
7364.55,5/3/1992,Fun!23,65,bellaquintero,Bella,0,Quintero,Employee,true
13982.06,5/29/1994,Fun!23,911,brendanphillips,Brendan,0,Phillips,Employee,true
16237.36,10/6/1992,Fun!23,1004,josephhanna,Joseph,0,Hanna,Employee,true
17276.59,6/19/1964,Fun!23,997,jamiebrown,Jamie,0,Brown,Employee,true
11099.91,4/18/1905,Fun!23,669,sarahjones,Sarah,0,Jones,Employee,true
11736.83,5/27/1987,Fun!23,125,brianandrews,Brian,0,Andrews,Employee,true
7353.92,11/22/1981,Fun!23,199,jerrylee,Jerry,0,Lee,Employee,true
3754.16,5/17/1977,Fun!23,839,juanbrock,Juan,0,Brock,Employee,false
6171.9,5/11/1933,Fun!23,437,samanthathomas,Samantha,0,Thomas,Employee,false
15127.08,12/27/1986,Fun!23,979,anthonybyrd,Anthony,0,Byrd,Employee,true
14599.64,8/26/1999,Fun!23,444,daviddavila,David,0,Davila,Employee,true
10716.14,6/16/1924,Fun!23,966,maryanderson,Mary,0,Anderson,Employee,false
16548.61,4/18/1917,Fun!23,804,michellegriffin,Michelle,0,Griffin,Employee,false
16472.81,4/3/1997,Fun!23,1013,carloslynch,Carlos,0,Lynch,Employee,true
13819.49,9/20/1979,Fun!23,606,lawrenceprice,Lawrence,0,Price,Employee,true
17498.4,5/2/1940,Fun!23,827,crystalhayes,Crystal,0,Hayes,Employee,false
14748.84,4/30/1935,Fun!23,510,edwardjackson,Edward,0,Jackson,Employee,false
12974.72,2/19/1997,Fun!23,185,michaelwhite,Michael,0,White,Employee,false
9735.08,1/7/1989,Fun!23,523,kimcontreras,Kim,0,Contreras,Employee,false
12877.71,2/28/1928,Fun!23,25,gastondisney,Gaston,0,Disney,Customer,false
15550.68,2/21/1925,Fun!23,983,jenniferpreston,Jennifer,0,Preston,Employee,true
10664.01,11/25/1951,Fun!23,543,amandavang,Amanda,0,Vang,Employee,false
13233.21,10/27/1928,Fun!23,100,davidbrown,David,0,Brown,Employee,true
14347.74,4/22/1959,Fun!23,805,michellemaynard,Michelle,0,Maynard,Employee,false
3434.42,5/27/1925,Fun!23,212,sheilalewis,Sheila,0,Lewis,Employee,true
16255.72,3/7/1990,Fun!23,154,stephanieharris,Stephanie,0,Harris,Employee,false
5335.91,6/29/1987,Fun!23,529,kayleehale,Kaylee,0,Hale,Employee,false
4358.98,12/25/1915,Fun!23,133,hannaharias,Hannah,0,Arias,Employee,true
16410.65,1/9/1905,Fun!23,257,susanhumphrey,Susan,0,Humphrey,Employee,true
15085.13,7/17/1918,Fun!23,614,michaelking,Michael,0,King,Employee,true
4169.95,9/26/1913,Fun!23,184,emilyrichardson,Emily,0,Richardson,Employee,true
16148.06,4/2/1934,Fun!23,466,georgewood,George,0,Wood,Employee,false
15211.63,5/14/1988,Fun!23,215,bridgetwagner,Bridget,0,Wagner,Employee,true
9041.17,5/1/1992,Fun!23,991,emilyjackson,Emily,0,Jackson,Employee,true
5464.69,5/13/1948,Fun!23,98,danielolson,Daniel,0,Olson,Employee,false
16628.05,12/27/1955,Fun!23,518,jamieconner,Jamie,0,Conner,Employee,true
8670.12,6/7/1941,Fun!23,495,angelbarber,Angel,0,Barber,Employee,true
3807.74,3/6/1964,Fun!23,620,amberlong,Amber,0,Long,Employee,false
9563.3,12/18/1928,Fun!23,737,michaelcowan,Michael,0,Cowan,Employee,false
3637.54,11/1/1929,Fun!23,393,donnatravis,Donna,0,Travis,Employee,false
10307.98,8/12/1987,Fun!23,134,danielhampton,Daniel,0,Hampton,Employee,true
4670.33,5/21/1955,Fun!23,156,dylanharris,Dylan,0,Harris,Employee,false
11263.27,2/11/1941,Fun!23,753,anitafletcher,Anita,0,Fletcher,Employee,true
11659.43,6/13/1907,Fun!23,914,amandajohnson,Amanda,0,Johnson,Employee,true
3568.63,5/14/1992,Fun!23,469,theresahardy,Theresa,0,Hardy,Employee,false
7215.34,9/15/1920,Fun!23,761,catherinemann,Catherine,0,Mann,Employee,false
9808.9,10/24/1990,Fun!23,127,monicadavenport,Monica,0,Davenport,Employee,true
7442.43,3/1/1964,Fun!23,820,annrogers,Ann,0,Rogers,Employee,true
4426.59,7/22/1986,Fun!23,140,ashleyromero,Ashley,0,Romero,Employee,true
6157.66,7/2/1957,Fun!23,434,kristinapatrick,Kristina,0,Patrick,Employee,false
3532.32,1/2/1962,Fun!23,703,wesleywilliamson,Wesley,0,Williamson,Employee,false
17659.86,2/15/1903,Fun!23,865,sherrymora,Sherry,0,Mora,Employee,false
9285.37,4/27/1920,Fun!23,430,jillsolis,Jill,0,Solis,Employee,true
10271.9,4/16/1900,Fun!23,772,alexisblack,Alexis,0,Black,Employee,true
7127.9,5/28/1909,Fun!23,402,rubenedwards,Ruben,0,Edwards,Employee,false
16796.18,11/16/1976,Fun!23,957,robertflores,Robert,0,Flores,Employee,true
17968.21,3/25/1928,Fun!23,677,jasonclark,Jason,0,Clark,Employee,false
8398.44,10/8/1946,Fun!23,945,suzannekennedy,Suzanne,0,Kennedy,Employee,false
4542.08,2/6/1926,Fun!23,145,richardtorres,Richard,0,Torres,Employee,true
13915.51,11/15/1953,Fun!23,394,tanyakent,Tanya,0,Kent,Employee,false
4424.87,12/7/1951,Fun!23,46,rubencarmonamedrano,Ruben,0,CarmonaMedrano,Employee,false
14960.71,7/28/1920,Fun!23,828,jessicalloyd,Jessica,0,Lloyd,Employee,true
12080,6/30/1956,Fun!23,336,kimberlygarcia,Kimberly,0,Garcia,Employee,false
8338.54,3/31/1922,Fun!23,206,zacharyellison,Zachary,0,Ellison,Employee,true
7220.41,5/8/1996,Fun!23,734,douglasbryant,Douglas,0,Bryant,Employee,false
11447.33,3/22/1903,Fun!23,774,elizabethdominguez,Elizabeth,0,Dominguez,Employee,true
15052.07,4/20/1967,Fun!23,755,jeffreyrodriguez,Jeffrey,0,Rodriguez,Employee,false
5428.78,5/16/1903,Fun!23,460,jasonskinner,Jason,0,Skinner,Employee,true
10285.48,4/25/1921,Fun!23,263,briancastillo,Brian,0,Castillo,Employee,false
13520.24,11/3/1937,Fun!23,229,brittanyray,Brittany,0,Ray,Employee,true
17083.36,5/5/1957,Fun!23,128,michelleholland,Michelle,0,Holland,Employee,true
11873.47,11/15/1902,Fun!23,1010,bethmoss,Beth,0,Moss,Employee,false
5668.77,11/6/1936,Fun!23,447,jonlopez,Jon,0,Lopez,Employee,false
8929.09,1/5/1910,Fun!23,720,codyrobles,Cody,0,Robles,Employee,true
7758.26,8/10/1939,Fun!23,1035,brookemaxwell,Brooke,0,Maxwell,Employee,true
17726.46,3/11/1958,Fun!23,285,jacquelinedunn,Jacqueline,0,Dunn,Employee,false
14410.16,12/30/1940,Fun!23,705,leonardking,Leonard,0,King,Employee,false
7863.99,8/16/1971,Fun!23,702,johnhill,John,0,Hill,Employee,false
16258,1/11/1940,Fun!23,527,christophermelendez,Christopher,0,Melendez,Employee,true
14479.12,3/30/1981,Fun!23,806,elizabethcastillo,Elizabeth,0,Castillo,Employee,false
8433.38,8/30/1978,Fun!23,115,kirstenrobinson,Kirsten,0,Robinson,Employee,true
17088.15,4/16/1969,Fun!23,632,kaylasmith,Kayla,0,Smith,Employee,false
3900.9,11/12/1985,Fun!23,990,timothygreene,Timothy,0,Greene,Employee,true
7730.13,2/23/1958,Fun!23,549,kathleenhines,Kathleen,0,Hines,Employee,true
6530.27,5/17/1940,Fun!23,895,justinhawkins,Justin,0,Hawkins,Employee,false
9311.88,3/25/1919,Fun!23,781,michellerivera,Michelle,0,Rivera,Employee,true
4775.68,12/2/1993,Fun!23,130,paulawyatt,Paula,0,Wyatt,Employee,false
16573.76,10/26/1954,Fun!23,822,chadgreen,Chad,0,Green,Employee,false
10775.07,7/10/1935,Fun!23,592,christinajones,Christina,0,Jones,Employee,false
13748.05,3/16/1910,Fun!23,648,hollyschneider,Holly,0,Schneider,Employee,false
8228.64,2/14/1906,Fun!23,604,victorross,Victor,0,Ross,Employee,false
12031.89,5/8/1908,Fun!23,249,jessicamoore,Jessica,0,Moore,Employee,true
16376.77,1/18/1906,Fun!23,821,feliciacarlson,Felicia,0,Carlson,Employee,false
9859.66,1/28/1993,Fun!23,349,valeriemoore,Valerie,0,Moore,Employee,false
14659.07,12/28/1964,Fun!23,609,ambernguyen,Amber,0,Nguyen,Employee,true
7650.91,1/21/1984,Fun!23,247,davidgross,David,0,Gross,Employee,false
14073.19,8/18/1955,Fun!23,1019,thomasstevenson,Thomas,0,Stevenson,Employee,true
6616.17,3/20/1985,Fun!23,899,daniellechavez,Danielle,0,Chavez,Employee,false
6118.52,11/25/1971,Fun!23,92,bradpatel,Brad,0,Patel,Employee,true
10790.85,2/28/1987,Fun!23,428,kristablake,Krista,0,Blake,Employee,true
3625.13,3/21/1957,Fun!23,395,keithellis,Keith,0,Ellis,Employee,true
5192.05,9/16/1925,Fun!23,71,sethrodriguez,Seth,0,Rodriguez,Employee,true
9867.73,7/11/1996,Fun!23,635,bethsharp,Beth,0,Sharp,Employee,false
16646.61,4/6/1934,Fun!23,801,georgeayala,George,0,Ayala,Employee,false
10335.05,7/14/1900,Fun!23,345,patriciaglenn,Patricia,0,Glenn,Employee,false
3020.02,10/12/1978,Fun!23,608,lindarobles,Linda,0,Robles,Employee,true
12099.3,11/19/1943,Fun!23,476,terristrickland,Terri,0,Strickland,Employee,true
5456.43,6/16/1930,Fun!23,42,alexisacosta,Alexis,0,Acosta,Employee,false
14069.18,6/15/1949,Fun!23,204,marklozano,Mark,0,Lozano,Employee,true
16447.58,11/17/1975,Fun!23,457,trevoryoung,Trevor,0,Young,Employee,true
11635.45,5/1/1938,Fun!23,1008,laurawilliams,Laura,0,Williams,Employee,false
9078.21,5/5/1905,Fun!23,926,daltonbryant,Dalton,0,Bryant,Employee,true
13699.37,6/1/1936,Fun!23,380,shanearnold,Shane,0,Arnold,Employee,true
16581.25,9/19/1989,Fun!23,955,amyhall,Amy,0,Hall,Employee,true
13122.37,9/5/1981,Fun!23,692,johnblevins,John,0,Blevins,Employee,true
6631.17,10/5/1979,Fun!23,786,patriciamcdonald,Patricia,0,Mcdonald,Employee,false
11755.13,6/30/1989,Fun!23,718,victorharris,Victor,0,Harris,Employee,false
17960.51,3/2/1932,Fun!23,631,dereklopez,Derek,0,Lopez,Employee,false
6817.67,2/21/1979,Fun!23,1032,kimberlyharris,Kimberly,0,Harris,Employee,true
17635.4,4/4/1936,Fun!23,337,chelseaporter,Chelsea,0,Porter,Employee,false
17242.2,3/21/1975,Fun!23,11,aladdindisney,Aladdin,0,Disney,Customer,false
13985.61,12/1/1928,Fun!23,695,christinadodson,Christina,0,Dodson,Employee,false
4519.84,11/13/1941,Fun!23,330,crystaljohnson,Crystal,0,Johnson,Employee,false
10600.98,9/23/1906,Fun!23,589,josephmacdonald,Joseph,0,Macdonald,Employee,true
4720.14,1/2/1988,Fun!23,512,marychapman,Mary,0,Chapman,Employee,true
8117.44,5/4/1941,Fun!23,170,christinawalker,Christina,0,Walker,Employee,true
13673.68,3/3/1920,Fun!23,427,tiffanymay,Tiffany,0,May,Employee,false
6997.52,4/9/1902,Fun!23,610,rickparrish,Rick,0,Parrish,Employee,true
15098.47,4/26/1957,Fun!23,323,lindsaywebster,Lindsay,0,Webster,Employee,false
14209.85,4/23/1926,Fun!23,591,michelleramirez,Michelle,0,Ramirez,Employee,false
14275.09,10/17/1950,Fun!23,371,angeljoseph,Angel,0,Joseph,Employee,false
8345.49,7/28/1970,Fun!23,883,christinavillanueva,Christina,0,Villanueva,Employee,false
14971.13,11/5/1998,Fun!23,57,denisseloyavillalobos,Denisse,0,LoyaVillalobos,Employee,false
7622.33,4/23/1928,Fun!23,612,darrengibbs,Darren,0,Gibbs,Employee,false
3247.23,8/23/1928,Fun!23,940,elizabethrodriguez,Elizabeth,0,Rodriguez,Employee,false
11099.4,7/20/1923,Fun!23,358,christopherjones,Christopher,0,Jones,Employee,true
14998.29,3/24/1938,Fun!23,288,dustinoliver,Dustin,0,Oliver,Employee,true
12772.21,10/2/1954,Fun!23,275,robertdavis,Robert,0,Davis,Employee,true
6212.18,1/11/1904,Fun!23,13,mufassadisney,Mufassa,0,Disney,Customer,false
6929,11/3/1919,Fun!23,875,johnhouse,John,0,House,Employee,true
3681.79,11/29/1993,Fun!23,387,michelecummings,Michele,0,Cummings,Employee,false
10829.61,7/2/1975,Fun!23,158,melaniekirk,Melanie,0,Kirk,Employee,false
17320.4,6/9/1904,Fun!23,279,mariowalker,Mario,0,Walker,Employee,false
12988.81,10/5/1923,Fun!23,338,emmaarmstrong,Emma,0,Armstrong,Employee,false
9870.86,12/29/1906,Fun!23,50,garabdorji,Garab,0,Dorji,Employee,false
3120.32,8/23/1999,Fun!23,894,oliviarichardson,Olivia,0,Richardson,Employee,false
9690.78,8/28/1966,Fun!23,975,jerryrodriguez,Jerry,0,Rodriguez,Employee,false
7545.89,7/8/1935,Fun!23,291,kristyhoover,Kristy,0,Hoover,Employee,false
14597.8,12/1/1976,Fun!23,63,alejandroolivas,Alejandro,0,Olivas,Employee,true
9443.81,4/4/1938,Fun!23,281,gregorysullivan,Gregory,0,Sullivan,Employee,true
7209.71,2/13/2000,Fun!23,607,sarahcline,Sarah,0,Cline,Employee,false
12604.57,8/15/1946,Fun!23,848,amyparsons,Amy,0,Parsons,Employee,true
9981.68,8/25/1925,Fun!23,729,williehobbs,Willie,0,Hobbs,Employee,true
14740.05,9/20/1937,Fun!23,682,kennethdavis,Kenneth,0,Davis,Employee,true
9027.86,12/2/1917,Fun!23,621,jaredperry,Jared,0,Perry,Employee,true
11849.21,3/20/1939,Fun!23,52,joseespinoza gonzalez,Jose,0,Espinoza Gonzalez,Employee,false
7393.07,9/30/1992,Fun!23,576,bradleybell,Bradley,0,Bell,Employee,true
10941.25,8/20/1920,Fun!23,385,aliciajenkins,Alicia,0,Jenkins,Employee,false
3053.71,11/26/1999,Fun!23,751,nicolehart,Nicole,0,Hart,Employee,true
13849.97,12/20/1939,Fun!23,340,ronaldkent,Ronald,0,Kent,Employee,true
5829.36,1/13/1904,Fun!23,749,brittneydaniel,Brittney,0,Daniel,Employee,true
3546.46,3/25/1905,Fun!23,203,ethanholmes,Ethan,0,Holmes,Employee,true
13333.39,11/28/1977,Fun!23,624,michellewalsh,Michelle,0,Walsh,Employee,true
12127.86,4/12/1996,Fun!23,563,dianamatthews,Diana,0,Matthews,Employee,true
10787.92,1/22/1964,Fun!23,79,michaelsantoyo,Michael,0,Santoyo,Employee,true
17307.61,3/26/1914,Fun!23,879,jenniferdavidson,Jennifer,0,Davidson,Employee,false
12994.87,11/25/1905,Fun!23,251,darinporter,Darin,0,Porter,Employee,false
9567.56,7/21/1967,Fun!23,640,christopherfields,Christopher,0,Fields,Employee,false
4607.97,9/3/1943,Fun!23,651,elizabethreyes,Elizabeth,0,Reyes,Employee,true
13714.01,1/13/1936,Fun!23,785,patrickbennett,Patrick,0,Bennett,Employee,true
13782.96,1/27/1905,Fun!23,81,andressoto,Andres,0,Soto,Employee,false
17768.08,9/11/1993,Fun!23,59,daniellucio,Daniel,0,Lucio,Employee,true
16013.49,6/28/1985,Fun!23,770,lauriemendoza,Laurie,0,Mendoza,Employee,true
11010.35,5/16/1974,Fun!23,58,miguellucero,Miguel,0,Lucero,Employee,true
6411.83,7/27/1908,Fun!23,583,phillipbrown,Phillip,0,Brown,Employee,true
3099.65,11/22/1968,Fun!23,223,kellyyu,Kelly,0,Yu,Employee,false
14623,7/30/1994,Fun!23,528,nancyrobles,Nancy,0,Robles,Employee,true
12778.06,5/13/1919,Fun!23,665,lawrencehenry,Lawrence,0,Henry,Employee,true
6606.82,5/16/1929,Fun!23,725,joshuahickman,Joshua,0,Hickman,Employee,false
11244.12,10/9/1932,Fun!23,301,theresamacias,Theresa,0,Macias,Employee,true
17930.02,6/6/1917,Fun!23,21,belledisney,Belle,0,Disney,Customer,true
3331.19,11/12/1905,Fun!23,995,dianarivera,Diana,0,Rivera,Employee,true
3456.37,10/3/1998,Fun!23,452,jerryhampton,Jerry,0,Hampton,Employee,false
4691.71,10/31/1906,Fun!23,224,christiansmith,Christian,0,Smith,Employee,true
7541.35,3/31/1961,Fun!23,1023,lisayu,Lisa,0,Yu,Employee,true
12887.19,9/3/1946,Fun!23,417,nicolejohnson,Nicole,0,Johnson,Employee,true
16750,6/2/1925,Fun!23,819,mariayoung,Maria,0,Young,Employee,false
14837.68,1/19/1903,Fun!23,813,shawnlee,Shawn,0,Lee,Employee,true
9747.01,3/18/1960,Fun!23,524,tiffanydavis,Tiffany,0,Davis,Employee,false
5761.17,3/20/1912,Fun!23,517,michaeladams,Michael,0,Adams,Employee,true
3842.51,7/10/1906,Fun!23,30,pinocchiodisney,Pinocchio,0,Disney,Customer,false
10281.63,11/21/1972,Fun!23,664,scottdunn,Scott,0,Dunn,Employee,true
14353.14,1/20/1998,Fun!23,856,georgegilbert,George,0,Gilbert,Employee,true
11141.68,7/18/1906,Fun!23,920,donaldvillanueva,Donald,0,Villanueva,Employee,false
6077.93,9/20/1934,Fun!23,633,christopherosborne,Christopher,0,Osborne,Employee,true
14148.51,10/10/1954,Fun!23,542,amychase,Amy,0,Chase,Employee,true
11204.96,7/26/1906,Fun!23,733,michaelnunez,Michael,0,Nunez,Employee,false
11908.91,12/19/1933,Fun!23,29,evilqueen,Evil,0,Queen,Customer,true
8803.36,5/28/1950,Fun!23,283,dawnking,Dawn,0,King,Employee,false
7841.64,10/23/1988,Fun!23,745,dennissmith,Dennis,0,Smith,Employee,false
11591.7,7/17/1908,Fun!23,863,markgonzalez,Mark,0,Gonzalez,Employee,false
11812.34,6/9/1991,Fun!23,771,michelleray,Michelle,0,Ray,Employee,true
8709.54,9/10/1942,Fun!23,424,randykeller,Randy,0,Keller,Employee,true
8831.75,10/12/1992,Fun!23,851,alexanderwilson,Alexander,0,Wilson,Employee,true
16466.1,9/18/1929,Fun!23,392,devindiaz,Devin,0,Diaz,Employee,false
10641.79,11/8/1993,Fun!23,637,crystalyoung,Crystal,0,Young,Employee,true
6110.4,10/2/1940,Fun!23,179,reneezimmerman,Renee,0,Zimmerman,Employee,true
11036.86,11/19/1906,Fun!23,373,rhondakane,Rhonda,0,Kane,Employee,false
5964.97,11/30/1948,Fun!23,767,richardsullivan,Richard,0,Sullivan,Employee,false
11735.68,8/11/1972,Fun!23,919,stevenmiller,Steven,0,Miller,Employee,false
6600.9,3/23/1980,Fun!23,996,shawnsantos,Shawn,0,Santos,Employee,false
8761.54,3/27/1981,Fun!23,165,justinwilson,Justin,0,Wilson,Employee,false
17693.9,9/23/1913,Fun!23,73,jose luisrojas,Jose Luis,0,Rojas,Employee,false
7542,10/1/1928,Fun!23,766,rachelhart,Rachel,0,Hart,Employee,false
9188.73,6/23/1930,Fun!23,431,emmapadilla,Emma,0,Padilla,Employee,true
6952,1/22/1937,Fun!23,857,kristinesmith,Kristine,0,Smith,Employee,false
17494.62,4/24/1903,Fun!23,645,jessicaramirez,Jessica,0,Ramirez,Employee,true
4976.55,8/27/1901,Fun!23,962,vincentharrison,Vincent,0,Harrison,Employee,false
10303.61,6/9/1924,Fun!23,471,alyssareese,Alyssa,0,Reese,Employee,false
6282.55,1/4/1944,Fun!23,639,donaldtran,Donald,0,Tran,Employee,false
11125.89,8/21/1944,Fun!23,671,juliajones,Julia,0,Jones,Employee,true
9781.49,9/15/1982,Fun!23,530,ryanbrown,Ryan,0,Brown,Employee,true
8513.17,10/8/1932,Fun!23,246,jeffreymarquez,Jeffrey,0,Marquez,Employee,true
6593.31,10/23/1966,Fun!23,316,jonathanchristian,Jonathan,0,Christian,Employee,true
13531.68,8/31/1924,Fun!23,953,darrelljones,Darrell,0,Jones,Employee,true
14476.17,3/15/1900,Fun!23,396,anthonysims,Anthony,0,Sims,Employee,true
16370.18,7/27/1923,Fun!23,419,lisaspencer,Lisa,0,Spencer,Employee,false
7980.17,8/15/1931,Fun!23,984,monicasullivan,Monica,0,Sullivan,Employee,true
6356.63,1/31/1974,Fun!23,509,tamiweaver,Tami,0,Weaver,Employee,true
16846.65,4/11/1907,Fun!23,347,benjaminjohnson,Benjamin,0,Johnson,Employee,true
6965.23,4/6/1993,Fun!23,514,jennifermills,Jennifer,0,Mills,Employee,true
14190.87,3/23/1982,Fun!23,698,perryhill,Perry,0,Hill,Employee,true
14040.04,4/17/1901,Fun!23,969,amyfuller,Amy,0,Fuller,Employee,true
13672.94,7/21/1952,Fun!23,797,erinmejia,Erin,0,Mejia,Employee,false
12935.72,2/13/1932,Fun!23,871,bryanwise,Bryan,0,Wise,Employee,true
17181.28,8/27/1945,Fun!23,889,jorgehuerta,Jorge,0,Huerta,Employee,true
16665.2,9/9/1930,Fun!23,352,donaldhaynes,Donald,0,Haynes,Employee,false
14157.01,2/5/1990,Fun!23,689,josefarley,Jose,0,Farley,Employee,false
3823.51,12/6/1977,Fun!23,110,crystalhudson,Crystal,0,Hudson,Employee,true
16711.68,10/12/1913,Fun!23,672,jenniferschultz,Jennifer,0,Schultz,Employee,true
12062.85,11/14/1922,Fun!23,617,andrewmarshall,Andrew,0,Marshall,Employee,true
16634.74,6/13/1953,Fun!23,825,jamessimpson,James,0,Simpson,Employee,false
10446.96,10/8/1944,Fun!23,901,emilychang,Emily,0,Chang,Employee,true
8290.77,1/10/1976,Fun!23,27,captaiinhook,Captaiin,0,Hook,Customer,false
12392.61,7/7/2000,Fun!23,834,sarahstanton,Sarah,0,Stanton,Employee,true
14875.89,5/23/1925,Fun!23,243,ashleyjones,Ashley,0,Jones,Employee,true
9862.3,9/19/1913,Fun!23,792,alyssakelly,Alyssa,0,Kelly,Employee,false
7486.87,6/4/1933,Fun!23,498,brittanynielsen,Brittany,0,Nielsen,Employee,false
12251.52,8/1/1912,Fun!23,324,michelleortiz,Michelle,0,Ortiz,Employee,false
9310.57,8/3/1908,Fun!23,1027,erinbarton,Erin,0,Barton,Employee,true
16725.9,2/18/1960,Fun!23,896,amymorse,Amy,0,Morse,Employee,false
9753.07,3/15/1927,Fun!23,178,shannonholden,Shannon,0,Holden,Employee,true
10232.35,2/18/1982,Fun!23,7,daledisney,Dale,0,Disney,Customer,true
7270.76,3/27/1938,Fun!23,758,brianrojas,Brian,0,Rojas,Employee,true
6417.15,9/4/1964,Fun!23,553,williamevans,William,0,Evans,Employee,true
6415.37,3/20/1964,Fun!23,655,ginaswanson,Gina,0,Swanson,Employee,true
10860.17,12/28/1993,Fun!23,765,williamrice,William,0,Rice,Employee,true
7919.36,3/6/1928,Fun!23,921,garymckenzie,Gary,0,Mckenzie,Employee,false
4845.59,12/8/1992,Fun!23,173,jillhenderson,Jill,0,Henderson,Employee,false
5013.39,2/25/1977,Fun!23,414,johnwhite,John,0,White,Employee,true
11327.37,7/30/2000,Fun!23,649,joannaknight,Joanna,0,Knight,Employee,true
16828.65,12/30/1901,Fun!23,559,bobbygonzales,Bobby,0,Gonzales,Employee,true
8279.64,9/18/1972,Fun!23,744,angelacarney,Angela,0,Carney,Employee,true
5080.76,6/1/1960,Fun!23,124,pamelacarter,Pamela,0,Carter,Employee,false
3926.54,7/21/1951,Fun!23,333,alexandercameron,Alexander,0,Cameron,Employee,true
8842.61,10/26/1984,Fun!23,272,tanyadavis,Tanya,0,Davis,Employee,false
17299.62,3/7/1934,Fun!23,947,ashleyfrye,Ashley,0,Frye,Employee,false
12750.29,7/5/1974,Fun!23,456,deborahscott,Deborah,0,Scott,Employee,true
7665.17,11/24/1943,Fun!23,554,dakotaharper,Dakota,0,Harper,Employee,true
8765.79,2/4/1963,Fun!23,462,kevinlarson,Kevin,0,Larson,Employee,false
7534.28,9/17/1917,Fun!23,776,bryanfields,Bryan,0,Fields,Employee,true
4508.44,9/24/1981,Fun!23,401,michaelcastillo,Michael,0,Castillo,Employee,true
15489.31,4/10/1968,Fun!23,795,markstewart,Mark,0,Stewart,Employee,false
5824.9,2/9/1953,Fun!23,824,josephfritz,Joseph,0,Fritz,Employee,false
